date,price
2020-01-01,99.58702513968912
2020-01-02,100.21474549557794
2020-01-03,102.7623124757934
2020-01-04,109.64859779231668
2020-01-05,108.00859850650697
2020-01-06,108.59860998567618
2020-01-07,114.2465228374535
2020-01-08,108.55035299754259
2020-01-09,111.34064440641981
2020-01-10,113.69029988617521
2020-01-11,114.58299872678283
2020-01-12,116.40689981245718
2020-01-13,113.95497631251479
2020-01-14,114.37642860801613
2020-01-15,116.08157530857707
2020-01-16,114.40707349307932
2020-01-17,115.73498996381028
2020-01-18,114.06767471565689
2020-01-19,112.17750947824928
2020-01-20,110.83310077898153
2020-01-21,117.74502507245494
2020-01-22,113.0971648854022
2020-01-23,113.07716918891954
2020-01-24,115.00494188454473
2020-01-25,114.04613193861924
2020-01-26,115.19945619823612
2020-01-27,114.18120725438786
2020-01-28,119.04522399572991
2020-01-29,117.43922052472757
2020-01-30,119.1436779446486
2020-01-31,119.0761965883299
2020-02-01,118.5414666671718
2020-02-02,123.36102227187014
2020-02-03,120.61843164759885
2020-02-04,124.23359050702977
2020-02-05,122.41244549107455
2020-02-06,123.76205277977223
2020-02-07,123.38356181603932
2020-02-08,123.7162732303639
2020-02-09,127.36505017704266
2020-02-10,123.30975039910001
2020-02-11,120.77387228200561
2020-02-12,120.40690906163259
2020-02-13,120.80755966151065
2020-02-14,115.41016235710669
2020-02-15,116.37283520265109
2020-02-16,116.2837605445073
2020-02-17,113.02717144362383
2020-02-18,113.84945970821575
2020-02-19,113.67189382336743
2020-02-20,111.33204372910099
2020-02-21,110.0801752333683
2020-02-22,111.46063434050139
2020-02-23,107.52897918845869
2020-02-24,108.8157753679119
2020-02-25,106.13341355643733
2020-02-26,106.41686646342447
2020-02-27,105.63024991402527
2020-02-28,110.23120905990926
2020-02-29,112.96300525486495
2020-03-01,108.80272079098177
2020-03-02,111.21904788564844
2020-03-03,114.94009022188443
2020-03-04,113.18457762255629
2020-03-05,115.83539489047719
2020-03-06,117.11846595313129
2020-03-07,114.02632068286385
2020-03-08,114.27154578823409
2020-03-09,118.7984028452566
2020-03-10,115.93901056673118
2020-03-11,115.25815055194957
2020-03-12,116.3282510436809
2020-03-13,114.31854525319201
2020-03-14,111.53665579590427
2020-03-15,115.7635413711075
2020-03-16,111.41578540889898
2020-03-17,119.0503080769515
2020-03-18,113.9274653253757
2020-03-19,114.44966689302694
2020-03-20,114.09793994170658
2020-03-21,112.15312042421318
2020-03-22,114.05898032590592
2020-03-23,112.32711428206436
2020-03-24,115.42651680038496
2020-03-25,115.40564996615446
2020-03-26,117.24055475936882
2020-03-27,119.0219681029979
2020-03-28,118.92885513194408
2020-03-29,121.05126173815367
2020-03-30,121.82293823449996
2020-03-31,126.47984267822062
2020-04-01,122.35291525426511
2020-04-02,129.98420313403454
2020-04-03,128.58028887765397
2020-04-04,132.0343145523405
2020-04-05,133.70097340759844
2020-04-06,133.59578880911852
2020-04-07,132.4282947982256
2020-04-08,134.7154399549184
2020-04-09,131.6552588414565
2020-04-10,133.04903748419676
2020-04-11,132.58974287906327
2020-04-12,136.94470432127065
2020-04-13,133.88932326835044
2020-04-14,131.5487416789644
2020-04-15,134.02440735780604
2020-04-16,132.75796331777408
2020-04-17,129.20343276578643
2020-04-18,130.3868894950053
2020-04-19,129.30801296853164
2020-04-20,128.48419791026149
2020-04-21,132.31740423567933
2020-04-22,131.25817922122417
2020-04-23,128.79504571569538
2020-04-24,129.27169251012802
2020-04-25,130.52449947297112
2020-04-26,131.52354787968028
2020-04-27,129.87449866832952
2020-04-28,131.81568194151583
2020-04-29,129.3601613655159
2020-04-30,131.98450478738528
2020-05-01,127.33454067438346
2020-05-02,130.0737736047107
2020-05-03,133.751714714773
2020-05-04,132.42699612159979
2020-05-05,132.21144229192586
2020-05-06,134.51205063751212
2020-05-07,131.35096448802088
2020-05-08,128.28381552835822
